"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"__alignment_not_unique",1125726.41337072,0.642219157975542,0.228313133559061,2.81288749343633,0.00490988265766038,0.00909373020725196
"__ambiguous",911819.097655974,0.579209349258315,0.0384636690235246,15.0586089149235,3.03097694661476e-51,2.9231724692703e-49
"__no_feature",2849131.76387021,0.156181157029124,0.0812214667091074,1.92290490872915,0.054491993185527,0.0806112514847701
"__not_aligned",638906.549611833,0.644920222586085,0.0728254738147062,8.85569552526346,8.31636023290352e-19,9.74904725857192e-18
"__too_low_aQual",1694300.00512302,0.446280767157754,0.163940747666428,2.72220770924997,0.00648473699451212,0.0116987540400491
"ENSG00000000003.15",466.08216946948,-1.17126588733396,0.135604417683431,-8.63737264126808,5.75205249384239e-18,6.28463690111058e-17
"ENSG00000000419.13",491.374708568032,0.1608754762248,0.109577102812819,1.4681486560163,0.142063847431562,0.189709091076561
"ENSG00000000457.14",503.822520152225,1.91112478118312,0.10287183453597,18.5777262532912,4.86693481764284e-77,1.44726418360639e-74
"ENSG00000000460.17",60.9826069383528,0.130723509928235,0.200695493372217,0.65135249293212,0.514818970113424,0.582866937290672
"ENSG00000000971.16",13488.7030286238,3.57611724867942,0.305158967175899,11.7188666673461,1.02027771664786e-31,3.06977993599175e-30
"ENSG00000001036.14",1251.55593582404,0.0692751906327258,0.1300191109565,0.532807755129961,0.594166664944642,0.656294288116282
"ENSG00000001084.13",864.443863071313,-0.474786637389182,0.213414400704397,-2.22471696297015,0.0261002447941881,0.0414306554820199
"ENSG00000001167.14",488.324553503446,0.352211069132039,0.13287743399136,2.65064622752228,0.00803379422260335,0.0141863575336193
"ENSG00000001460.18",178.551495719919,-0.426569612150137,0.178528960939016,-2.38935806216813,0.0168778441089446,0.027887988015539
"ENSG00000001461.17",1906.88880643119,-1.42402230832962,0.223996470406703,-6.35734262126572,2.0527380169717e-10,1.05883063598754e-09
"ENSG00000001497.17",521.047665293419,-0.267606316139648,0.0868154884961762,-3.08247204243325,0.00205289013126801,0.0040670292829318
"ENSG00000001561.7",21.5862291544917,-1.04417261555486,0.908426886813484,-1.14942944854653,0.250378942847243,0.312024942256095
"ENSG00000001617.12",1245.93549828973,0.477286253816965,0.362389326125549,1.31705384074036,0.187820577929995,0.243079555449512
"ENSG00000001629.10",2550.19040201336,1.06962892159059,0.155269259472102,6.88886470655692,5.62393928022118e-12,3.42715739882331e-11
"ENSG00000001630.17",430.923835598834,2.0532534707952,0.365335553834351,5.62018519480361,1.9075287218097e-08,7.84377217205086e-08
"ENSG00000001631.16",271.463716787529,-0.213841698311672,0.0908741990753062,-2.35316184888149,0.0186145299358288,0.0304753572320662
"ENSG00000002016.18",199.773664248535,-0.870307306626198,0.107429043396663,-8.10122923102595,5.4406623709802e-16,4.93253546864984e-15
"ENSG00000002079.14",33.5509140122096,5.52407854922183,0.866069014893772,6.37833527608581,1.79023256925362e-10,9.30149373926126e-10
"ENSG00000002330.14",805.639057145464,0.478440178547448,0.20275742749154,2.35966782803757,0.0182913051105836,0.0300095140949915
"ENSG00000002549.12",18890.6566512705,5.88361169006247,0.289892651174105,20.2958290464868,1.39973828080779e-91,7.80441575192894e-89
"ENSG00000002586.20_PAR_Y",2730.97915615557,0.0273486135883607,0.35959969831646,0.0760529380764191,0.939376981619113,0.951644566548274
"ENSG00000002745.13",8.32960867067378,-1.80218964557723,1.00366085555606,-1.79561615420256,0.0725555849229143,0.104414965816635
"ENSG00000002746.15",270.231187344385,0.205984967070947,0.463192423831635,0.444707116249855,0.656531425948794,0.714083985721676
"ENSG00000002822.15",11.670030698648,-0.198849821087361,0.343395005355791,-0.579070219385785,0.562541793551512,0.628207465766169
"ENSG00000002834.18",10779.7656362059,0.350463988666131,0.176248814817782,1.98846153393124,0.0467606691695923,0.0701862420563529
"ENSG00000002919.15",285.288626463968,1.61526552045858,0.195316703172789,8.26998149272267,1.33979810158031e-16,1.29005276461932e-15
"ENSG00000002933.9",83.7770536759072,-0.872388854576312,1.63560268303841,-0.533374555827763,NA,NA
"ENSG00000003056.8",1950.62510256055,1.81969127806611,0.107572541273866,16.9159458028737,3.43261382339744e-64,5.73469219696178e-62
"ENSG00000003096.14",116.202373839703,-4.06702188501528,0.683743122770782,-5.94817227343244,2.71153133178575e-09,1.2373182102742e-08
"ENSG00000003137.8",37.8383099103097,-2.90432653254981,0.565977955014802,-5.1315188282799,2.87413468000711e-07,1.03034580993946e-06
"ENSG00000003249.14",72.933881985702,-0.681609501540167,0.377471465448974,-1.80572457504687,0.0709613720197674,0.10238499107041
"ENSG00000003393.15",861.597169885073,-0.470047818043935,0.0696080496442354,-6.75277960589809,1.45039180909359e-11,8.43202693315342e-11
"ENSG00000003400.15",107.563666731933,3.21153339419423,0.456155545273152,7.04043484174048,1.91640811325473e-12,1.22378502350361e-11
"ENSG00000003402.20",8616.02426228207,1.77142800179796,0.148781285738709,11.9062555011721,1.09798173777003e-32,3.51078676797365e-31
"ENSG00000003436.16",3585.46951489521,-0.327037417101044,0.217966827662035,-1.50039994896897,0.133510832752856,0.179591396107996
"ENSG00000003509.16",273.641686574161,-0.781690719413154,0.122132196192779,-6.40036570028837,1.55005239930759e-10,8.10077179509255e-10
"ENSG00000003756.17",3045.77723819369,-0.380649145694599,0.0852948495518859,-4.46274479284995,8.09164051331492e-06,2.36518758254529e-05
"ENSG00000003987.14",31.4931079247279,-0.313081430938145,0.24753218132975,-1.26481102075804,0.205939079792756,0.263018257814056
"ENSG00000003989.18",4403.23001698136,3.47023144301484,1.03212447754756,3.3622218235348,0.000773179850744034,0.00165269856199533
"ENSG00000004059.11",1425.19382921433,-0.596375513532757,0.111443846244249,-5.35135436931794,8.72983771432094e-08,3.32815736108791e-07
"ENSG00000004139.14",308.523553099875,0.654697888763713,0.148238413448551,4.41651980436863,1.00302715019236e-05,2.89158352136566e-05
"ENSG00000004142.12",1291.94477574428,-0.161726486599035,0.102813316772934,-1.57301108139729,0.115716252328405,0.158268254047022
