"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"__alignment_not_unique",1125726.41337072,-0.223299080942233,0.4403729800676,-0.507068078763497,0.612107051704798,0.999905888851914
"__ambiguous",911819.097655974,0.0316835397312267,0.0688917553284373,0.459903214545446,0.645585692766979,0.999905888851914
"__no_feature",2849131.76387021,0.126344878619753,0.168322878545843,0.750610254002652,0.452887248227001,0.999905888851914
"__not_aligned",638906.549611833,-0.0764907005932745,0.150918578583225,-0.506834223535263,0.612271141063893,0.999905888851914
"__too_low_aQual",1694300.00512302,-0.0924340733317523,0.344363191539303,-0.268420306242871,0.788375810717377,0.999905888851914
"ENSG00000000003.15",466.08216946948,-0.192492032381971,0.240396385434808,-0.800727648353814,0.423289332724095,0.999905888851914
"ENSG00000000419.13",491.374708568032,0.176637088695322,0.221744303536139,0.796580051340684,0.425694966842243,0.999905888851914
"ENSG00000000457.14",503.822520152225,-0.0730261482910441,0.213329804973246,-0.342315731738481,0.732113297728696,0.999905888851914
"ENSG00000000460.17",60.9826069383528,-0.286821829011231,0.40417218192446,-0.709652573429307,0.477919609113145,0.999905888851914
"ENSG00000000971.16",13488.7030286238,0.710595332537843,0.563096052220801,1.26194337490969,0.206969162719992,0.999905888851914
"ENSG00000001036.14",1251.55593582404,-0.103844658557957,0.271659150396054,-0.382260853008489,0.702267888556539,0.999905888851914
"ENSG00000001084.13",864.443863071313,0.244414041310619,0.422772453281981,0.578121964695746,0.563181778738094,0.999905888851914
"ENSG00000001167.14",488.324553503446,0.224690145514953,0.271221575426196,0.828437579723797,0.407422731509888,0.999905888851914
"ENSG00000001460.18",178.551495719919,0.108874132898437,0.35960937136245,0.302756662002289,0.762075312916942,0.999905888851914
"ENSG00000001461.17",1906.88880643119,0.229213830927119,0.46159181005006,0.496572568959272,0.61949050106685,0.999905888851914
"ENSG00000001497.17",521.047665293419,0.0551361955268155,0.17992063044223,0.306447322862839,0.759264081869479,0.999905888851914
"ENSG00000001561.7",21.5862291544917,-0.74022928776416,1.88777227446703,-0.392117893548969,0.69497110694333,0.999905888851914
"ENSG00000001617.12",1245.93549828973,-0.293851508685847,0.736784305247611,-0.398829761428065,0.690018646192426,0.999905888851914
"ENSG00000001629.10",2550.19040201336,-0.0713165824598975,0.314687140670299,-0.226626935908438,0.820713845362008,0.999905888851914
"ENSG00000001630.17",430.923835598834,0.00379267316481728,0.76784512655892,0.00493937258130954,0.996058966902488,0.999905888851914
"ENSG00000001631.16",271.463716787529,-0.0404311977435085,0.186363899577975,-0.216947583920845,0.828249193975709,0.999905888851914
"ENSG00000002016.18",199.773664248535,0.0558472229667575,0.201823817532402,0.276712747036367,0.782000683214118,0.999905888851914
"ENSG00000002079.14",33.5509140122096,-0.452633336140224,1.94265684846081,-0.232997060957446,0.815763687987583,0.999905888851914
"ENSG00000002330.14",805.639057145464,-0.282347213517653,0.422615560246804,-0.668094694271939,0.504073148417558,0.999905888851914
"ENSG00000002549.12",18890.6566512705,0.0250364283073771,0.560507164725575,0.0446674545536541,0.964372375297954,0.999905888851914
"ENSG00000002586.20_PAR_Y",2730.97915615557,-1.02498887698031,0.726417521091641,-1.41101893500584,0.158239030903663,0.999905888851914
"ENSG00000002745.13",8.32960867067378,3.84548685859975,1.86185426075869,2.06540701903958,0.0388845050054505,0.999905888851914
"ENSG00000002746.15",270.231187344385,-0.756610692776972,0.955593435037021,-0.791770500963791,0.428494505699593,0.999905888851914
"ENSG00000002822.15",11.670030698648,0.142254801517019,0.659117563724643,0.215826142931382,0.829123269422197,0.999905888851914
"ENSG00000002834.18",10779.7656362059,-0.329179804888118,0.358306899161529,-0.91870908893585,0.358247754541475,0.999905888851914
"ENSG00000002919.15",285.288626463968,-0.0252334606051013,0.407954208869889,-0.0618536592011216,0.950679371392208,0.999905888851914
"ENSG00000002933.9",83.7770536759072,0.84342884474091,3.39847838008471,0.248178375852986,NA,NA
"ENSG00000003056.8",1950.62510256055,0.207212722155344,0.212776446759799,0.97385178346015,0.330130137171436,0.999905888851914
"ENSG00000003096.14",116.202373839703,-0.559930099347998,1.38770631019064,-0.403493228528361,0.68658541519712,0.999905888851914
"ENSG00000003137.8",37.8383099103097,-0.734342492652913,1.13992045329913,-0.644205032489412,0.519442487987855,0.999905888851914
"ENSG00000003249.14",72.933881985702,-0.912948869032151,0.735531107930777,-1.24121041134547,0.214528029703179,0.999905888851914
"ENSG00000003393.15",861.597169885073,-0.0299778178462012,0.136892172456093,-0.218988546301407,0.82665896996249,0.999905888851914
"ENSG00000003400.15",107.563666731933,-0.255187312187276,0.959980971598248,-0.26582538585366,0.790373691313985,0.999905888851914
"ENSG00000003402.20",8616.02426228207,0.40100056874862,0.247315279401038,1.62141445413234,0.104928782924429,0.999905888851914
"ENSG00000003436.16",3585.46951489521,0.162770825217369,0.456955272193324,0.356207347025652,0.721685290206321,0.999905888851914
"ENSG00000003509.16",273.641686574161,0.246205485984171,0.243815000662072,1.00980450470893,0.312588961512489,0.999905888851914
"ENSG00000003756.17",3045.77723819369,0.0687913879480129,0.17839471435238,0.385613375361171,0.699783025878008,0.999905888851914
"ENSG00000003987.14",31.4931079247279,-0.0472386859659485,0.495862936004669,-0.0952656117970142,0.924103856202496,0.999905888851914
"ENSG00000003989.18",4403.23001698136,3.54052124651209,1.94867489923018,1.81688656630758,0.0692344840593033,0.999905888851914
"ENSG00000004059.11",1425.19382921433,-0.131461994485994,0.214736030207574,-0.612202779193209,0.540403603044334,0.999905888851914
"ENSG00000004139.14",308.523553099875,-0.0782954819604619,0.308464741534285,-0.253823116285592,0.799632213938664,0.999905888851914
"ENSG00000004142.12",1291.94477574428,-0.104996571362094,0.208071951924946,-0.504616650109417,0.613828113100315,0.999905888851914
"ENSG00000004399.13",2811.14263937878,-0.246878643553619,0.582553782348984,-0.423786869185108,0.671721255177813,0.999905888851914
"ENSG00000004455.17",1622.2072030547,-0.0826956899958012,0.139558536826746,-0.592551999154757,0.553481011166537,0.999905888851914
"ENSG00000004468.13",2605.45108172912,0.780438028506521,1.60865853068353,0.485148347906318,0.627571118463136,0.999905888851914
"ENSG00000004478.8",862.830359714173,-0.0286907672018057,0.273460775034292,-0.104917303763978,0.916441428329995,0.999905888851914
"ENSG00000004487.17",1425.9070611635,-0.0190344679032392,0.166152789074349,-0.114560026402697,0.908793865348279,0.999905888851914
"ENSG00000004534.15",2034.60394357613,0.248737398549641,0.274824871630613,0.905076011038639,0.365425119867647,0.999905888851914
"ENSG00000004660.15",115.568869679455,-0.178604613351336,0.547992516273225,-0.325925278261073,0.744480889788284,0.999905888851914
"ENSG00000004700.16",1073.90080427113,0.218444480512748,0.258195887375749,0.846041672983153,0.397529497040169,0.999905888851914
"ENSG00000004766.17",424.211235272404,0.132000184021327,0.167856444357483,0.786387347394344,0.431640593727693,0.999905888851914
"ENSG00000004776.13",1813.28216270261,-0.202760303971791,1.71171521115728,-0.118454461729476,0.905707575262887,0.999905888851914
"ENSG00000004777.18",162.448678807708,-0.258110709860673,0.468190191349619,-0.551294569236138,0.58143176072928,0.999905888851914
"ENSG00000004779.10",386.543221143428,-0.214938787081684,0.251521499963839,-0.854554330793138,0.392797919452632,0.999905888851914
"ENSG00000004799.8",2077.7435561531,1.34698802321595,1.50015384447547,0.897899924182062,0.369238905102846,0.999905888851914
"ENSG00000004838.14",5.85065963594089,-1.06014127945311,0.797511484253333,-1.3293116154254,0.18374518369956,0.999905888851914
"ENSG00000004864.14",285.01585709808,-0.286303991377272,0.299704679382033,-0.955287024438882,0.339432567460584,0.999905888851914
"ENSG00000004866.21",515.560229351407,-0.423187617968564,0.283166124864243,-1.49448532437081,0.135048814898924,0.999905888851914
"ENSG00000004897.12",1748.58508434817,0.000915799922341944,0.213821802206651,0.00428300534786839,0.996582666607107,0.999905888851914
"ENSG00000004961.15",701.322463307763,-0.248283952549074,0.216657804180109,-1.14597280946628,0.251806402813385,0.999905888851914
"ENSG00000004975.12",1273.65201979421,-0.173228887384773,0.460258435523488,-0.376373085237963,0.706639552355782,0.999905888851914
"ENSG00000005007.13",2856.96247627922,0.0307752842038379,0.195950637815438,0.157056310440921,0.875200469398492,0.999905888851914
"ENSG00000005020.13",369.620711010033,0.0452535777850597,0.538975125937312,0.083962275079691,0.933086425942657,0.999905888851914
"ENSG00000005022.6",1299.4241492069,0.159594779357333,0.259315654318861,0.615445989084372,0.538260227950139,0.999905888851914
"ENSG00000005059.16",382.175687039582,-0.0487653906200909,0.557417991151773,-0.0874844217340899,0.930286467607537,0.999905888851914
"ENSG00000005075.15",539.621878652032,0.0761594150103734,0.208822760486589,0.364708400717002,0.715329087072662,0.999905888851914
"ENSG00000005100.13",523.344735927755,0.19793114160268,0.148646802943184,1.33155330409853,0.183007018035569,0.999905888851914
"ENSG00000005102.14",47.3701313137176,-1.16204196308785,2.11766556339403,-0.548737243110957,0.583185783610552,0.999905888851914
"ENSG00000005108.16",5.8889655348491,-0.526685998411958,1.28898230474819,-0.408606073544857,0.682828772788037,0.999905888851914
"ENSG00000005156.12",349.656889220898,-0.114155238222674,0.214682159702469,-0.531740682974696,0.594905610736335,0.999905888851914
"ENSG00000005175.10",452.571324917357,0.0391501626442941,0.253162168751074,0.154644601274486,0.877101506200162,0.999905888851914
