"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"__alignment_not_unique",1125726.41337072,-0.135000307766874,0.228313341686727,-0.591293994339192,0.554323452859517,0.709842750729886
"__ambiguous",911819.097655974,0.181074764301858,0.0384641437273586,4.7076249918717,2.50619610626428e-06,4.59091898644428e-05
"__no_feature",2849131.76387021,-0.110831422806628,0.0812214888680116,-1.36455788180309,0.172392050186492,0.324933336089942
"__not_aligned",638906.549611833,0.0929244861297728,0.0728261511844527,1.27597689316871,0.201963687418523,0.362993463374764
"__too_low_aQual",1694300.00512302,0.0075965065645942,0.163940822451428,0.0463368821200398,0.963041743186819,0.980741482987399
"ENSG00000000003.15",466.08216946948,-0.318239799078618,0.133300959382085,-2.38737815957075,0.0169690264480764,0.0606371660097294
"ENSG00000000419.13",491.374708568032,0.269771356637411,0.108996171794449,2.47505350138499,0.0133216217989169,0.05047449057895
"ENSG00000000457.14",503.822520152225,0.275405988027621,0.105604025941044,2.60791182507921,0.00910964167881508,0.0377723892037964
"ENSG00000000460.17",60.9826069383528,0.450563203635722,0.196497547454683,2.29297113105004,0.0218496670561937,0.0732785262437233
"ENSG00000000971.16",13488.7030286238,0.678891670322192,0.305240418615721,2.22412114817886,0.0261402943869116,0.0838672985155365
"ENSG00000001036.14",1251.55593582404,0.166812103069106,0.129816598557995,1.28498285213184,0.198798276364448,0.358753903739391
"ENSG00000001084.13",864.443863071313,0.183782377720051,0.212886952010729,0.863286246452479,0.387980104177351,0.563479122403931
"ENSG00000001167.14",488.324553503446,0.312684368426472,0.132615892018207,2.35781974292752,0.0183826167696799,0.0645000291847843
"ENSG00000001460.18",178.551495719919,-0.26838032756089,0.177039862140112,-1.51593163435978,0.129536640237086,0.265798071862799
"ENSG00000001461.17",1906.88880643119,-0.521460619630799,0.223567122108195,-2.33245664529528,0.0196766811417103,0.0679054825784129
"ENSG00000001497.17",521.047665293419,0.0690264246810139,0.0855064446813883,0.807265755677461,0.419513388818455,0.593573186621639
"ENSG00000001561.7",21.5862291544917,-0.220590330798769,0.901309754178073,-0.244744195628872,0.806654505309724,0.88715587029132
"ENSG00000001617.12",1245.93549828973,-0.752887932073054,0.362717127950379,-2.07568894341281,0.0379227292000592,0.109820697872149
"ENSG00000001629.10",2550.19040201336,0.280671724778184,0.155401837419974,1.80610300005441,0.0709022523152034,0.173340365279235
"ENSG00000001630.17",430.923835598834,1.41624848178169,0.36552762947942,3.87453195753954,0.000106829824056868,0.00106187059655858
